genotype,date,recording_id,forward_run_speed_mm_s,reversal_rate_per_min,pirouette_rate_per_min
N2,20260206,N2##20260206,0.0922,6.6298,6.6298
N2,20260206,N2##20260206,0.1529,0.0000,0.0000
N2,20260206,N2##20260206,0.1123,0.0000,0.0000
N2,20260206,N2##20260206,0.0896,7.5949,3.7975
N2,20260206,N2##20260206,0.1343,1.7804,1.7804
N2,20260206,N2##20260206,0.0951,0.0000,0.0000
N2,20260206,N2##20260206,0.1011,7.3171,4.8780
N2,20260206,N2##20260206,0.1072,0.0000,0.0000
N2,20260206,N2##20260206,0.1032,0.0000,0.0000
N2,20260206,N2##20260206,0.1598,12.7660,12.7660
N2,20260206,N2##20260206,0.1274,1.9934,0.9967
N2,20260206,N2##20260206,0.1158,0.0000,0.0000
N2,20260206,N2##20260206,0.1602,0.0000,0.0000
N2,20260206,N2##20260206,0.1180,0.0000,0.0000
N2,20260206,N2##20260206,0.0753,0.0000,0.0000
N2,20260206,N2##20260206,0.1549,2.3346,4.6693
N2,20260206,N2##20260206,0.0874,0.0000,0.0000
N2,20260206,N2##20260206,0.1045,0.0000,0.0000
N2,20260206,N2##20260206,0.1302,0.0000,0.0000
N2,20260206,N2##20260206,0.1306,0.8837,0.8837
N2,20260206,N2##20260206,0.1234,2.7778,2.7778
N2,20260206,N2##20260206,0.1548,2.5641,0.0000
N2,20260206,N2##20260206,0.0907,0.0000,0.0000
N2,20260206,N2##20260206,0.1066,0.0000,4.3796
N2,20260206,N2##20260206,0.1397,0.0000,0.0000
N2,20260206,N2##20260206,0.1435,2.6966,2.2472
N2,20260206,N2##20260206,0.1253,4.1096,0.0000
N2,20260206,N2##20260206,0.1732,7.1429,4.7619
N2,20260206,N2##20260206,0.1784,0.0000,0.0000
N2,20260206,N2##20260206,0.1076,3.8055,3.8055
N2,20260206,N2##20260206,0.1004,1.2270,2.4540
N2,20260206,N2##20260206,0.1074,4.4444,4.4444
N2,20260206,N2##20260206,0.1128,15.1261,5.0420
N2,20260206,N2##20260206,0.1408,0.0000,0.0000
N2,20260206,N2##20260206,0.1031,0.0000,0.0000
N2,20260206,N2##20260206,0.0988,0.0000,0.0000
N2,20260206,N2##20260206,0.1228,0.0000,0.0000
N2,20260206,N2##20260206,0.1006,8.0000,0.0000
N2,20260206,N2##20260206,0.0994,0.0000,0.0000
N2,20260206,N2##20260206,0.1285,5.4545,6.8182
N2,20260206,N2##20260206,0.1436,0.0000,0.0000
N2,20260206,N2##20260206,0.1546,0.0000,0.0000
N2,20260206,N2##20260206,0.1054,0.0000,0.0000
N2,20260206,N2##20260206,0.0874,0.0000,0.0000
N2,20260206,N2##20260206,0.1435,0.0000,0.0000
N2,20260206,N2##20260206,0.1852,0.0000,0.0000
N2,20260206,N2##20260206,0.1096,0.0000,0.0000
N2,20260206,N2##20260206,0.1095,12.5000,12.5000
N2,20260206,N2##20260206,0.1378,0.0000,0.0000
N2,20260206,N2##20260206,0.0582,2.6432,5.2863
N2,20260206,N2##20260206,0.1222,6.4865,6.4865
N2,20260206,N2##20260206,,0.0000,20.0000
N2,20260206,N2##20260206,0.1347,2.4000,4.8000
N2,20260206,N2##20260206,0.1353,5.3571,0.0000
N2,20260206,N2##20260206,0.1149,0.0000,0.0000
N2,20260206,N2##20260206,0.1415,0.0000,0.0000
N2,20260206,N2##20260206,0.1604,8.2949,2.7650
N2,20260206,N2##20260206,0.1175,0.0000,0.0000
N2,20260206,N2##20260206,0.0989,0.0000,0.0000
N2,20260206,N2##20260206,0.1730,0.0000,0.0000
N2,20260206,N2##20260206,0.1227,0.0000,0.0000
N2,20260206,N2##20260206,0.1315,0.0000,10.7143
N2,20260206,N2##20260206,0.0776,0.0000,18.7500
N2,20260206,N2##20260206,0.1289,13.9535,0.0000
N2,20260206,N2##20260206,0.1057,0.0000,3.4783
N2,20260206,N2##20260206,0.1548,0.0000,1.7341
N2,20260206,N2##20260206,0.0953,0.0000,0.0000
N2,20260206,N2##20260206,0.1121,10.0000,0.0000
N2,20260206,N2##20260206,0.1505,1.0929,0.0000
N2,20260206,N2##20260206,0.1501,0.0000,0.0000
N2,20260206,N2##20260206,0.1190,0.0000,0.0000
N2,20260206,N2##20260206,0.1372,0.0000,0.0000
N2,20260206,N2##20260206,0.1066,0.0000,0.0000
N2,20260206,N2##20260206,0.0891,0.0000,0.0000
N2,20260206,N2##20260206,0.1382,6.8182,0.0000
N2,20260206,N2##20260206,0.0804,0.0000,0.0000
N2,20260206,N2##20260206,0.1257,6.5934,0.0000
N2,20260206,N2##20260206,0.1690,5.0420,5.0420
N2,20260206,N2##20260206,0.1448,0.0000,0.0000
N2,20260206,N2##20260206,0.1327,0.0000,0.0000
N2,20260206,N2##20260206,0.1768,0.0000,0.0000
N2,20260206,N2##20260206,0.0580,7.4074,7.4074
N2,20260206,N2##20260206,0.1286,0.0000,0.0000
N2,20260206,N2##20260206,0.1119,7.5000,0.0000
N2,20260206,N2##20260206,0.0661,7.5000,15.0000
N2,20260206,N2##20260206,0.1527,0.0000,0.0000
N2,20260206,N2##20260206,0.0533,0.0000,18.1818
N2,20260206,N2##20260206,0.1078,3.0000,6.0000
N2,20260206,N2##20260206,0.1357,0.0000,0.0000
N2,20260206,N2##20260206,0.0680,0.0000,0.0000
N2,20260206,N2##20260206,0.1017,8.5714,0.0000
N2,20260206,N2##20260206,0.1130,1.6000,0.0000
N2,20260206,N2##20260206,0.1460,0.0000,0.0000
N2,20260206,N2##20260206,0.1058,6.1224,3.0612
N2,20260206,N2##20260206,0.1267,6.2338,3.1169
N2,20260206,N2##20260206,0.1175,0.0000,0.0000
N2,20260206,N2##20260206,0.1480,0.0000,12.0000
N2,20260206,N2##20260206,0.1245,0.0000,0.0000
N2,20260206,N2##20260206,0.1412,0.0000,0.0000
N2,20260206,N2##20260206,0.1596,0.0000,0.0000
N2,20260206,N2##20260206,0.0858,0.0000,0.0000
N2,20260206,N2##20260206,0.1414,0.0000,0.0000
N2,20260206,N2##20260206,0.1424,0.0000,0.0000
N2,20260206,N2##20260206,0.1608,2.9703,2.9703
N2,20260206,N2##20260206,0.1303,1.4423,0.7212
N2,20260206,N2##20260206,0.1369,0.0000,0.0000
N2,20260206,N2##20260206,0.1590,2.7907,4.1860
N2,20260206,N2##20260206,0.1380,4.0134,6.0201
N2,20260206,N2##20260206,0.1508,7.7922,0.0000
N2,20260206,N2##20260206,0.1590,0.0000,0.0000
N2,20260206,N2##20260206,0.0733,0.0000,0.0000
N2,20260206,N2##20260206,0.1205,2.4793,2.4793
N2,20260206,N2##20260206,0.1373,0.0000,0.0000
N2,20260206,N2##20260206,0.1369,0.0000,0.0000
N2,20260206,N2##20260206,0.1200,9.6774,0.0000
N2,20260206,N2##20260206,0.0881,2.4896,2.4896
N2,20260206,N2##20260206,0.1036,7.5472,0.0000
N2,20260206,N2##20260206,0.1408,0.0000,0.0000
N2,20260206,N2##20260206,0.1587,0.0000,0.0000
N2,20260206,N2##20260206,0.1088,0.0000,0.0000
N2,20260206,N2##20260206,0.1443,0.0000,0.0000
N2,20260206,N2##20260206,0.0671,14.1176,0.0000
N2,20260206,N2##20260206,0.1293,3.1858,2.1239
N2,20260206,N2##20260206,0.0652,0.0000,0.0000
N2,20260206,N2##20260206,0.1570,0.0000,0.0000
N2,20260206,N2##20260206,0.1309,0.0000,0.0000
N2,20260206,N2##20260206,0.1143,2.9268,0.0000
N2,20260206,N2##20260206,0.1417,13.0435,0.0000
N2,20260206,N2##20260206,0.0906,9.5238,0.0000
N2,20260206,N2##20260206,0.1245,0.0000,0.0000
N2,20260206,N2##20260206,0.1344,0.0000,0.0000
N2,20260206,N2##20260206,0.1074,0.0000,0.0000
N2,20260206,N2##20260206,0.1232,0.0000,1.4670
N2,20260206,N2##20260206,0.0982,0.0000,0.0000
N2,20260206,N2##20260206,0.1480,0.0000,0.0000
N2,20260206,N2##20260206,0.1079,0.0000,0.0000
N2,20260206,N2##20260206,,20.0000,20.0000
N2,20260206,N2##20260206,0.1376,0.0000,0.0000
N2,20260206,N2##20260206,0.1719,0.0000,0.0000
N2,20260206,N2##20260206,0.1246,4.1379,4.1379
N2,20260206,N2##20260206,0.1775,0.0000,0.0000
N2,20260206,N2##20260206,0.0917,1.9169,0.0000
N2,20260206,N2##20260206,0.1529,0.0000,0.0000
N2,20260206,N2##20260206,0.1275,0.0000,0.0000
N2,20260206,N2##20260206,,15.0000,15.0000
N2,20260206,N2##20260206,0.0521,0.0000,0.0000
N2,20260206,N2##20260206,0.1037,13.7405,0.0000
N2,20260206,N2##20260206,0.1207,3.2172,1.6086
N2,20260206,N2##20260206,0.0487,14.4578,14.4578
N2,20260206,N2##20260206,0.1655,10.3448,10.3448
N2,20260206,N2##20260206,0.1471,0.0000,0.0000
N2,20260206,N2##20260206,0.1263,1.6620,1.6620
N2,20260206,N2##20260206,0.1435,1.1450,1.1450
N2,20260206,N2##20260206,0.1464,0.0000,0.0000
N2,20260206,N2##20260206,0.1234,0.0000,1.9868
N2,20260206,N2##20260206,0.1400,0.0000,0.0000
N2,20260206,N2##20260206,0.1071,0.0000,0.0000
N2,20260206,N2##20260206,0.1036,0.0000,0.0000
N2,20260206,N2##20260206,0.0882,4.2857,0.0000
N2,20260206,N2##20260206,0.1203,23.0769,0.0000
N2,20260206,N2##20260206,0.1642,0.0000,0.0000
N2,20260206,N2##20260206,0.1220,0.0000,0.0000
N2,20260206,N2##20260206,0.0932,4.7120,3.1414
N2,20260206,N2##20260206,0.1470,0.0000,0.0000
N2,20260206,N2##20260206,0.1522,4.4444,0.0000
N2,20260206,N2##20260206,0.0622,3.9216,0.0000
N2,20260206,N2##20260206,0.1479,5.5046,3.6697
N2,20260206,N2##20260206,0.0639,0.0000,0.0000
N2,20260206,N2##20260206,0.0686,0.0000,0.0000
N2,20260206,N2##20260206,0.1253,18.7500,0.0000
N2,20260206,N2##20260206,0.1667,0.0000,0.0000
N2,20260206,N2##20260206,0.1555,1.7094,0.0000
N2,20260206,N2##20260206,0.1162,4.1096,0.0000
N2,20260206,N2##20260206,0.1479,0.0000,0.0000
N2,20260206,N2##20260206,0.1231,2.4490,4.8980
N2,20260206,N2##20260206,0.1318,1.6997,3.3994
N2,20260206,N2##20260206,0.1376,0.0000,0.0000
N2,20260206,N2##20260206,0.0928,6.3830,2.1277
N2,20260206,N2##20260206,0.1293,0.0000,0.0000
N2,20260206,N2##20260206,0.1466,0.0000,0.0000
N2,20260206,N2##20260206,0.0824,6.4516,0.0000
N2,20260206,N2##20260206,0.0924,3.8710,0.0000
N2,20260206,N2##20260206,0.1348,0.0000,0.0000
N2,20260206,N2##20260206,0.0980,0.0000,0.0000
N2,20260206,N2##20260206,0.1238,1.9231,0.0000
N2,20260206,N2##20260206,0.1073,0.0000,0.0000
N2,20260206,N2##20260206,,12.7660,0.0000
N2,20260206,N2##20260206,0.1070,6.1224,3.0612
N2,20260206,N2##20260206,0.0642,0.0000,0.0000
N2,20260206,N2##20260206,0.1503,12.5000,0.0000
N2,20260206,N2##20260206,0.1232,0.0000,0.0000
N2,20260206,N2##20260206,0.1439,0.0000,0.0000
N2,20260206,N2##20260206,0.1444,0.0000,0.0000
N2,20260206,N2##20260206,0.0716,15.3846,0.0000
N2,20260206,N2##20260206,0.1104,0.0000,0.0000
N2,20260206,N2##20260206,0.1697,0.0000,0.0000
N2,20260206,N2##20260206,0.0997,11.3208,0.0000
N2,20260206,N2##20260206,0.1415,0.0000,0.0000
N2,20260206,N2##20260206,0.1242,0.0000,0.0000
N2,20260206,N2##20260206,0.1265,0.0000,0.0000
N2,20260206,N2##20260206,0.1305,0.0000,0.0000
N2,20260206,N2##20260206,0.0789,11.2150,0.0000
N2,20260206,N2##20260206,0.1705,0.0000,0.0000
N2,20260206,N2##20260206,0.1187,3.8710,0.0000
N2,20260206,N2##20260206,0.1329,0.0000,0.0000
N2,20260206,N2##20260206,0.1484,0.0000,0.0000
N2,20260206,N2##20260206,0.0537,0.0000,0.0000
N2,20260206,N2##20260206,0.1654,0.0000,0.0000
N2,20260206,N2##20260206,0.1209,0.0000,0.0000
N2,20260206,N2##20260206,0.1148,8.5714,0.0000
N2,20260206,N2##20260206,0.0768,0.0000,0.0000
N2,20260206,N2##20260206,0.1501,0.0000,0.0000
N2,20260206,N2##20260206,0.1239,0.0000,0.0000
N2,20260206,N2##20260206,0.1233,0.0000,0.0000
N2,20260206,N2##20260206,0.1403,5.7143,0.0000
N2,20260206,N2##20260206,0.0994,0.0000,0.0000
N2,20260206,N2##20260206,0.0511,17.6471,0.0000
N2,20260206,N2##20260206,0.1288,0.0000,0.0000
N2,20260206,N2##20260206,0.0885,6.8182,0.0000
N2,20260206,N2##20260206,0.1491,0.0000,0.0000
N2,20260206,N2##20260206,0.1375,11.3208,11.3208
N2,20260206,N2##20260206,0.1091,0.0000,0.0000
N2,20260206,N2##20260206,0.1429,0.0000,0.0000
N2,20260206,N2##20260206,0.0922,0.0000,0.0000
N2,20260207,N2##20260207,0.1555,0.9063,0.9063
N2,20260207,N2##20260207,0.1635,0.0000,0.0000
N2,20260207,N2##20260207,0.1533,0.0000,0.0000
N2,20260207,N2##20260207,0.1645,0.0000,0.0000
N2,20260207,N2##20260207,0.1677,0.0000,0.0000
N2,20260207,N2##20260207,0.1690,0.0000,0.0000
N2,20260207,N2##20260207,0.1559,0.0000,0.0000
N2,20260207,N2##20260207,0.1764,1.1257,0.0000
N2,20260207,N2##20260207,0.1652,0.0000,0.0000
N2,20260207,N2##20260207,0.1179,0.0000,0.0000
N2,20260207,N2##20260207,0.1816,0.0000,0.0000
N2,20260207,N2##20260207,0.1694,0.0000,0.0000
N2,20260207,N2##20260207,0.0535,0.8837,0.0000
N2,20260207,N2##20260207,0.1772,0.0000,0.0000
N2,20260207,N2##20260207,0.1695,0.0000,0.0000
N2,20260207,N2##20260207,0.1532,0.0000,0.0000
N2,20260207,N2##20260207,0.1849,0.0000,0.0000
N2,20260207,N2##20260207,0.1684,0.0000,0.8523
N2,20260207,N2##20260207,0.1297,1.7442,1.1628
N2,20260207,N2##20260207,0.1679,1.5464,2.3196
N2,20260207,N2##20260207,0.0995,4.7695,2.8617
N2,20260207,N2##20260207,0.1621,0.0000,0.0000
N2,20260207,N2##20260207,0.1314,0.0000,2.3715
N2,20260207,N2##20260207,0.1587,0.0000,0.0000
N2,20260207,N2##20260207,0.1693,2.6087,0.0000
N2,20260207,N2##20260207,0.1747,0.0000,0.0000
N2,20260207,N2##20260207,0.1619,0.0000,0.0000
N2,20260207,N2##20260207,0.1765,0.0000,0.0000
N2,20260207,N2##20260207,0.1415,0.0000,0.0000
N2,20260207,N2##20260207,0.1081,0.0000,0.0000
N2,20260207,N2##20260207,0.1637,0.0000,0.0000
N2,20260207,N2##20260207,0.1744,0.0000,0.0000
N2,20260207,N2##20260207,0.1714,0.0000,0.0000
N2,20260207,N2##20260207,0.1378,0.0000,0.0000
N2,20260207,N2##20260207,0.1715,0.0000,1.0899
N2,20260207,N2##20260207,0.0773,2.2263,1.1132
N2,20260207,N2##20260207,0.1567,0.0000,0.0000
N2,20260207,N2##20260207,0.1472,0.0000,0.0000
N2,20260207,N2##20260207,0.1859,0.0000,0.0000
N2,20260207,N2##20260207,0.1331,3.7578,6.2630
N2,20260207,N2##20260207,0.1569,1.0601,3.1802
N2,20260207,N2##20260207,0.1391,0.0000,0.0000
N2,20260207,N2##20260207,0.1355,0.0000,0.0000
N2,20260207,N2##20260207,0.1777,0.0000,0.5333
N2,20260207,N2##20260207,0.1589,0.0000,0.0000
N2,20260207,N2##20260207,0.1744,0.0000,0.0000
N2,20260207,N2##20260207,0.1389,0.0000,0.0000
N2,20260207,N2##20260207,0.1649,0.0000,0.0000
N2,20260207,N2##20260207,0.1617,0.0000,0.0000
N2,20260207,N2##20260207,0.1503,0.0000,0.0000
N2,20260207,N2##20260207,0.1627,0.0000,0.0000
N2,20260207,N2##20260207,0.1371,0.0000,0.0000
N2,20260207,N2##20260207,0.1711,0.0000,0.0000
N2,20260207,N2##20260207,0.1528,0.5639,0.5639
N2,20260207,N2##20260207,0.1166,0.0000,0.0000
N2,20260207,N2##20260207,0.1248,0.0000,0.0000
N2,20260207,N2##20260207,0.1455,0.0000,0.0000
N2,20260207,N2##20260207,0.1715,0.0000,0.0000
N2,20260207,N2##20260207,0.1292,15.5844,0.0000
N2,20260207,N2##20260207,0.1342,0.0000,4.4776
N2,20260207,N2##20260207,0.1508,7.2581,1.2097
N2,20260207,N2##20260207,0.1709,0.0000,0.0000
N2,20260207,N2##20260207,0.1400,0.0000,0.0000
N2,20260207,N2##20260207,0.1257,0.0000,0.0000
N2,20260207,N2##20260207,0.1595,0.0000,0.0000
N2,20260207,N2##20260207,0.1100,0.0000,0.0000
N2,20260207,N2##20260207,0.1728,3.2787,3.2787
N2,20260207,N2##20260207,0.1531,0.0000,0.0000
N2,20260207,N2##20260207,0.1749,0.0000,0.0000
N2,20260207,N2##20260207,0.1633,5.2632,2.6316
N2,20260207,N2##20260207,0.1593,5.0251,3.0151
N2,20260207,N2##20260207,0.1308,0.0000,0.3517
N2,20260207,N2##20260207,0.1091,0.0000,0.0000
N2,20260207,N2##20260207,0.1508,0.0000,0.0000
N2,20260207,N2##20260207,0.1505,0.0000,0.0000
N2,20260207,N2##20260207,0.1188,0.0000,0.0000
N2,20260207,N2##20260207,0.1386,3.5928,0.0000
N2,20260207,N2##20260207,0.1630,0.0000,0.0000
N2,20260207,N2##20260207,0.1613,1.1439,1.1439
N2,20260207,N2##20260207,0.1567,3.5982,2.6987
N2,20260207,N2##20260207,0.1739,0.0000,0.0000
N2,20260207,N2##20260207,0.1788,4.1379,0.0000
N2,20260207,N2##20260207,0.1563,0.0000,0.0000
N2,20260207,N2##20260207,0.1626,4.4776,0.0000
N2,20260207,N2##20260207,0.1053,0.0000,0.0000
N2,20260207,N2##20260207,0.1709,0.0000,0.0000
N2,20260207,N2##20260207,0.0921,0.0000,0.0000
N2,20260207,N2##20260207,0.1087,0.0000,0.0000
N2,20260207,N2##20260207,0.1726,0.0000,0.0000
N2,20260207,N2##20260207,0.1179,0.0000,0.0000
N2,20260207,N2##20260207,0.1582,0.0000,6.8966
N2,20260207,N2##20260207,0.0911,14.2857,0.0000
N2,20260207,N2##20260207,0.1820,0.0000,0.0000
N2,20260207,N2##20260207,0.1335,0.0000,0.0000
N2,20260207,N2##20260207,0.1658,0.0000,0.0000
N2,20260207,N2##20260207,0.1950,5.0934,4.0747
N2,20260207,N2##20260207,0.1893,1.4286,1.4286
N2,20260207,N2##20260207,0.1475,0.0000,0.0000
N2,20260207,N2##20260207,0.1292,0.0000,0.0000
N2,20260207,N2##20260207,0.1561,0.0000,0.0000
N2,20260207,N2##20260207,0.1456,1.3043,0.6522
N2,20260207,N2##20260207,0.1116,2.6786,5.3571
N2,20260207,N2##20260207,0.1460,0.0000,0.0000
N2,20260207,N2##20260207,0.1281,1.9293,0.0000
N2,20260207,N2##20260207,0.1178,0.0000,0.0000
N2,20260207,N2##20260207,0.1632,0.0000,0.0000
N2,20260207,N2##20260207,0.1613,1.7857,1.7857
N2,20260207,N2##20260207,0.1549,0.0000,0.0000
N2,20260207,N2##20260207,0.1886,0.0000,0.0000
N2,20260207,N2##20260207,0.1640,7.1090,4.2654
N2,20260207,N2##20260207,0.1239,0.0000,0.0000
N2,20260207,N2##20260207,0.1815,0.5226,0.0000
N2,20260207,N2##20260207,0.1473,6.5934,0.0000
N2,20260207,N2##20260207,0.1032,0.0000,0.0000
N2,20260207,N2##20260207,0.1705,0.0000,0.0000
N2,20260207,N2##20260207,0.1687,8.9219,8.9219
N2,20260207,N2##20260207,0.1459,0.0000,0.0000
N2,20260207,N2##20260207,0.1572,0.0000,0.0000
N2,20260207,N2##20260207,0.1907,0.0000,0.0000
N2,20260207,N2##20260207,0.1587,0.0000,0.0000
N2,20260207,N2##20260207,0.1633,0.0000,0.0000
N2,20260207,N2##20260207,0.1381,0.9639,1.4458
N2,20260207,N2##20260207,0.1142,0.0000,0.0000
N2,20260207,N2##20260207,0.1548,6.1856,4.6392
N2,20260207,N2##20260207,0.1578,0.0000,0.0000
N2,20260207,N2##20260207,0.1491,3.5294,0.0000
N2,20260207,N2##20260207,0.1286,0.0000,0.0000
N2,20260207,N2##20260207,0.1088,0.0000,0.0000
N2,20260207,N2##20260207,0.2027,2.7335,1.3667
N2,20260207,N2##20260207,0.1591,0.0000,0.0000
N2,20260207,N2##20260207,0.1499,0.0000,0.0000
N2,20260207,N2##20260207,0.1787,0.0000,0.0000
N2,20260207,N2##20260207,0.1575,0.0000,0.0000
N2,20260207,N2##20260207,0.1717,0.0000,0.0000
N2,20260207,N2##20260207,0.1271,0.6237,1.8711
N2,20260207,N2##20260207,0.1580,0.0000,0.0000
N2,20260207,N2##20260207,0.1757,3.5294,2.3529
N2,20260207,N2##20260207,0.1530,0.0000,0.0000
N2,20260207,N2##20260207,0.1749,0.0000,0.0000
N2,20260207,N2##20260207,0.1825,0.6006,0.0000
N2,20260207,N2##20260207,0.0562,1.2500,1.2500
N2,20260207,N2##20260207,0.1569,0.0000,0.0000
N2,20260207,N2##20260207,0.1785,0.0000,0.0000
N2,20260207,N2##20260207,0.1633,0.0000,0.0000
N2,20260207,N2##20260207,0.1637,0.0000,0.0000
N2,20260207,N2##20260207,0.1620,0.0000,0.0000
N2,20260207,N2##20260207,0.1757,0.0000,0.0000
N2,20260207,N2##20260207,0.1565,0.0000,0.0000
N2,20260207,N2##20260207,0.1413,3.7500,3.7500
N2,20260207,N2##20260207,0.1455,0.0000,0.0000
N2,20260207,N2##20260207,0.1776,0.0000,0.0000
N2,20260207,N2##20260207,0.1202,0.0000,0.0000
N2,20260207,N2##20260207,0.1622,6.1314,3.5036
N2,20260207,N2##20260207,0.1145,0.0000,0.0000
N2,20260207,N2##20260207,0.1824,0.0000,0.0000
N2,20260207,N2##20260207,0.1807,2.2059,2.2059
N2,20260207,N2##20260207,0.1794,0.0000,0.0000
N2,20260207,N2##20260207,0.1856,0.0000,0.0000
N2,20260207,N2##20260207,0.1726,0.0000,0.0000
N2,20260207,N2##20260207,0.1780,0.0000,0.0000
N2,20260207,N2##20260207,0.1884,3.1579,3.1579
N2,20260207,N2##20260207,0.1461,0.0000,2.3166
N2,20260207,N2##20260207,0.1147,0.0000,0.9662
N2,20260207,N2##20260207,0.1769,0.0000,0.0000
N2,20260207,N2##20260207,0.1356,0.0000,0.0000
N2,20260207,N2##20260207,0.1594,0.0000,0.0000
N2,20260207,N2##20260207,0.1582,0.0000,0.0000
N2,20260207,N2##20260207,0.1878,0.0000,0.0000
N2,20260207,N2##20260207,0.1498,1.6260,1.6260
N2,20260207,N2##20260207,,24.0000,0.0000
N2,20260207,N2##20260207,0.1974,0.0000,0.0000
N2,20260207,N2##20260207,0.1841,0.0000,0.0000
N2,20260207,N2##20260207,0.1956,0.0000,0.0000
N2,20260207,N2##20260207,0.1435,3.1414,3.1414
N2,20260207,N2##20260207,0.1797,4.1237,2.0619
N2,20260207,N2##20260207,0.1285,3.4884,3.4884
N2,20260207,N2##20260207,0.1922,0.0000,0.0000
N2,20260207,N2##20260207,0.1876,0.0000,0.0000
N2,20260207,N2##20260207,0.1249,0.0000,0.0000
N2,20260207,N2##20260207,0.1965,0.0000,0.0000
N2,20260207,N2##20260207,0.1588,0.0000,0.0000
N2,20260207,N2##20260207,0.1760,0.0000,0.0000
N2,20260207,N2##20260207,0.1225,0.0000,0.0000
N2,20260207,N2##20260207,0.1870,0.0000,0.0000
N2,20260207,N2##20260207,0.1854,0.0000,0.0000
N2,20260207,N2##20260207,0.1838,0.0000,0.0000
N2,20260207,N2##20260207,0.1174,0.0000,0.0000
N2,20260207,N2##20260207,0.1597,0.0000,0.0000
N2,20260207,N2##20260207,0.1769,0.0000,0.0000
N2,20260207,N2##20260207,0.1315,0.0000,0.0000
N2,20260207,N2##20260207,0.1863,0.0000,0.0000
N2,20260207,N2##20260207,0.1677,0.0000,0.0000
N2,20260207,N2##20260207,0.1540,0.0000,0.0000
N2,20260207,N2##20260207,0.1857,0.0000,0.0000
N2,20260207,N2##20260207,0.1671,0.0000,0.0000
N2,20260207,N2##20260207,0.1606,0.0000,0.0000
N2,20260207,N2##20260207,0.0709,0.0000,0.0000
N2,20260207,N2##20260207,0.1411,0.0000,0.0000
N2,20260207,N2##20260207,0.1444,0.0000,0.0000
N2,20260207,N2##20260207,0.1343,0.0000,0.0000
N2,20260207,N2##20260207,0.1965,0.0000,0.0000
N2,20260207,N2##20260207,0.1573,0.0000,0.0000
N2,20260207,N2##20260207,0.1692,0.0000,0.0000
N2,20260207,N2##20260207,0.1060,0.0000,0.0000
N2,20260207,N2##20260207,0.1540,0.0000,0.0000
N2,20260207,N2##20260207,0.1545,0.0000,0.0000
N2,20260207,N2##20260207,0.1839,0.0000,0.0000
N2,20260207,N2##20260207,0.1819,0.0000,0.0000
N2,20260209,N2##20260209,0.1618,0.0000,0.0000
N2,20260209,N2##20260209,0.1822,0.0000,0.0000
N2,20260209,N2##20260209,0.1735,0.0000,0.0000
N2,20260209,N2##20260209,0.1845,0.0000,0.0000
N2,20260209,N2##20260209,0.1825,0.0000,0.0000
N2,20260209,N2##20260209,0.1643,0.0000,0.0000
N2,20260209,N2##20260209,0.1215,0.0000,0.0000
N2,20260209,N2##20260209,0.1500,0.0000,0.0000
N2,20260209,N2##20260209,0.1759,0.0000,0.0000
N2,20260209,N2##20260209,0.0872,0.0000,3.2787
N2,20260209,N2##20260209,0.1796,0.0000,0.0000
N2,20260209,N2##20260209,0.1472,0.0000,0.0000
N2,20260209,N2##20260209,0.1567,0.0000,0.0000
N2,20260209,N2##20260209,0.1607,0.0000,0.0000
N2,20260209,N2##20260209,0.1079,0.0000,0.0000
N2,20260209,N2##20260209,0.1224,0.0000,0.0000
N2,20260209,N2##20260209,0.1243,6.7797,6.7797
N2,20260209,N2##20260209,0.1809,0.0000,0.0000
N2,20260209,N2##20260209,0.1733,0.0000,1.0676
N2,20260209,N2##20260209,0.1516,0.0000,0.0000
N2,20260209,N2##20260209,0.1470,0.0000,0.0000
N2,20260209,N2##20260209,0.1368,0.0000,0.0000
N2,20260209,N2##20260209,0.1607,0.0000,0.0000
N2,20260209,N2##20260209,0.1858,0.0000,0.0000
N2,20260209,N2##20260209,0.1648,0.7326,2.1978
N2,20260209,N2##20260209,0.1524,0.0000,0.0000
N2,20260209,N2##20260209,0.1512,0.0000,8.7805
N2,20260209,N2##20260209,0.1492,0.9098,0.0000
N2,20260209,N2##20260209,0.1571,1.7110,0.5703
N2,20260209,N2##20260209,0.1628,0.0000,0.0000
N2,20260209,N2##20260209,0.1599,0.0000,0.0000
N2,20260209,N2##20260209,0.0941,5.4645,3.2787
N2,20260209,N2##20260209,0.1925,0.0000,0.0000
N2,20260209,N2##20260209,0.1219,0.0000,0.0000
N2,20260209,N2##20260209,0.1012,0.0000,0.0000
N2,20260209,N2##20260209,0.1461,0.0000,0.0000
N2,20260209,N2##20260209,0.1351,3.1088,2.3316
N2,20260209,N2##20260209,0.1753,0.0000,0.0000
N2,20260209,N2##20260209,0.1245,0.0000,0.0000
N2,20260209,N2##20260209,0.1692,1.1583,0.0000
N2,20260209,N2##20260209,0.1428,5.2993,3.5329
N2,20260209,N2##20260209,0.1728,0.0000,0.0000
N2,20260209,N2##20260209,0.1624,0.0000,0.0000
N2,20260209,N2##20260209,0.1740,0.0000,0.0000
N2,20260209,N2##20260209,0.1336,0.0000,0.0000
N2,20260209,N2##20260209,0.1215,5.5814,2.7907
N2,20260209,N2##20260209,0.0913,0.0000,0.0000
N2,20260209,N2##20260209,0.1357,0.0000,0.0000
N2,20260209,N2##20260209,0.1469,0.0000,0.0000
